Fecha,Precio,Diferencia_precio,Dia_semana,Dia_mes,Precio_ayer
1995-10-18,3.015416666666667,0.10241666666666704,2,18,2.913
1995-10-19,6.4517500000000005,3.4363333333333337,3,19,3.015416666666667
1995-10-20,9.470166666666666,3.018416666666665,4,20,6.4517500000000005
1995-10-21,8.839916666666666,-0.6302500000000002,5,21,9.470166666666666
1995-10-22,6.584083333333333,-2.2558333333333325,6,22,8.839916666666666
1995-10-23,7.327583333333333,0.7435,0,23,6.584083333333333
1995-10-24,6.129625,-1.1979583333333332,1,24,7.327583333333333
1995-10-25,7.843416666666666,1.7137916666666664,2,25,6.129625
1995-10-26,8.510083333333332,0.6666666666666661,3,26,7.843416666666666
1995-10-27,19.06445833333333,10.554374999999999,4,27,8.510083333333332
1995-10-28,17.420583333333333,-1.6438749999999978,5,28,19.06445833333333
1995-10-29,13.504166666666668,-3.916416666666665,6,29,17.420583333333333
1995-10-30,12.879166666666668,-0.625,0,30,13.504166666666668
1995-10-31,13.195833333333333,0.31666666666666465,1,31,12.879166666666668
1995-11-01,15.770833333333334,2.575000000000001,2,1,13.195833333333333
1995-11-02,13.860083333333334,-1.9107500000000002,3,2,15.770833333333334
1995-11-03,17.83925,3.979166666666666,4,3,13.860083333333334
1995-11-04,15.628416666666666,-2.2108333333333334,5,4,17.83925
1995-11-05,11.893833333333331,-3.734583333333335,6,5,15.628416666666666
1995-11-06,12.636708333333331,0.7428749999999997,0,6,11.893833333333331
1995-11-07,15.988083333333334,3.3513750000000027,1,7,12.636708333333331
1995-11-08,16.2835,0.2954166666666662,2,8,15.988083333333334
1995-11-09,11.451625,-4.831875,3,9,16.2835
1995-11-10,10.343708333333334,-1.1079166666666662,4,10,11.451625
1995-11-11,6.698416666666667,-3.645291666666667,5,11,10.343708333333334
1995-11-12,7.483416666666667,0.7850000000000001,6,12,6.698416666666667
1995-11-13,13.514666666666663,6.0312499999999964,0,13,7.483416666666667
1995-11-14,12.380416666666669,-1.1342499999999944,1,14,13.514666666666663
1995-11-15,12.199666666666666,-0.1807500000000033,2,15,12.380416666666669
1995-11-16,11.590000000000002,-0.6096666666666639,3,16,12.199666666666666
1995-11-17,16.575458333333334,4.985458333333332,4,17,11.590000000000002
1995-11-18,20.202166666666667,3.626708333333333,5,18,16.575458333333334
1995-11-19,22.681291666666667,2.479125,6,19,20.202166666666667
1995-11-20,31.122416666666663,8.441124999999996,0,20,22.681291666666667
1995-11-21,34.39791666666667,3.2755000000000045,1,21,31.122416666666663
1995-11-22,30.823125,-3.574791666666666,2,22,34.39791666666667
1995-11-23,36.75,5.926874999999999,3,23,30.823125
1995-11-24,38.54166666666666,1.7916666666666572,4,24,36.75
1995-11-25,39.075,0.5333333333333456,5,25,38.54166666666666
1995-11-26,34.725,-4.350000000000001,6,26,39.075
1995-11-27,49.3,14.574999999999996,0,27,34.725
1995-11-28,70.88579166666666,21.585791666666665,1,28,49.3
1995-11-29,91.8225,20.936708333333343,2,29,70.88579166666666
1995-11-30,103.5785,11.756,3,30,91.8225
1995-12-01,102.372375,-1.2061250000000001,4,1,103.5785
1995-12-02,118.6255,16.253124999999997,5,2,102.372375
1995-12-03,120.54741666666666,1.921916666666661,6,3,118.6255
1995-12-04,134.96995833333332,14.42254166666666,0,4,120.54741666666666
1995-12-05,121.00845833333337,-13.961499999999958,1,5,134.96995833333332
1995-12-06,100.9985,-20.00995833333336,2,6,121.00845833333337
1995-12-07,106.48025,5.481749999999991,3,7,100.9985
1995-12-08,53.80441666666667,-52.67583333333333,4,8,106.48025
1995-12-09,136.3725,82.56808333333333,5,9,53.80441666666667
1995-12-10,132.02241666666666,-4.350083333333345,6,10,136.3725
1995-12-11,120.64958333333333,-11.372833333333332,0,11,132.02241666666666
1995-12-12,132.11695833333334,11.467375000000018,1,12,120.64958333333333
1995-12-13,102.9125,-29.20445833333335,2,13,132.11695833333334
1995-12-14,58.50266666666667,-44.409833333333324,3,14,102.9125
1995-12-15,52.15166666666667,-6.350999999999999,4,15,58.50266666666667
1995-12-16,48.23333333333333,-3.9183333333333437,5,16,52.15166666666667
1995-12-17,31.54179166666667,-16.69154166666666,6,17,48.23333333333333
1995-12-18,45.24275,13.700958333333332,0,18,31.54179166666667
1995-12-19,64.00029166666667,18.75754166666667,1,19,45.24275
1995-12-20,58.833416666666665,-5.1668750000000045,2,20,64.00029166666667
1995-12-21,62.5,3.6665833333333353,3,21,58.833416666666665
1995-12-22,46.825375,-15.674624999999999,4,22,62.5
1995-12-23,24.15579166666667,-22.669583333333332,5,23,46.825375
1995-12-24,23.20745833333333,-0.9483333333333377,6,24,24.15579166666667
1995-12-25,13.261625,-9.945833333333331,0,25,23.20745833333333
1995-12-26,21.59083333333333,8.329208333333328,1,26,13.261625
1995-12-27,19.051791666666663,-2.539041666666666,2,27,21.59083333333333
1995-12-28,24.058333333333334,5.006541666666671,3,28,19.051791666666663
1995-12-29,25.116791666666668,1.0584583333333342,4,29,24.058333333333334
1995-12-30,20.792166666666667,-4.324625000000001,5,30,25.116791666666668
1995-12-31,13.216333333333331,-7.575833333333335,6,31,20.792166666666667
1996-01-01,13.089458333333331,-0.12687500000000007,0,1,13.216333333333331
1996-01-02,15.389,2.299541666666668,1,2,13.089458333333331
1996-01-03,19.639106382978724,4.250106382978725,2,3,15.389
1996-01-04,23.575,3.935893617021275,3,4,19.639106382978724
1996-01-05,26.916666666666668,3.3416666666666686,4,5,23.575
1996-01-06,24.523404255319143,-2.393262411347525,5,6,26.916666666666668
1996-01-07,25.041666666666668,0.5182624113475249,6,7,24.523404255319143
1996-01-08,21.495833333333334,-3.5458333333333343,0,8,25.041666666666668
1996-01-09,30.70833333333333,9.212499999999995,1,9,21.495833333333334
1996-01-10,34.83183333333333,4.1235,2,10,30.70833333333333
1996-01-11,38.95316666666667,4.1213333333333395,3,11,34.83183333333333
1996-01-12,40.458333333333336,1.5051666666666677,4,12,38.95316666666667
1996-01-13,39.79166666666666,-0.6666666666666785,5,13,40.458333333333336
1996-01-14,26.48333333333333,-13.308333333333326,6,14,39.79166666666666
1996-01-15,33.325,6.841666666666672,0,15,26.48333333333333
1996-01-16,29.20833333333333,-4.116666666666674,1,16,33.325
1996-01-17,27.65533333333333,-1.5529999999999973,2,17,29.20833333333333
1996-01-18,26.249041666666667,-1.4062916666666645,3,18,27.65533333333333
1996-01-19,22.2595,-3.9895416666666677,4,19,26.249041666666667
1996-01-20,20.16870833333333,-2.090791666666668,5,20,22.2595
1996-01-21,19.33758333333333,-0.8311250000000001,6,21,20.16870833333333
1996-01-22,17.597333333333335,-1.740249999999996,0,22,19.33758333333333
1996-01-23,15.962666666666664,-1.6346666666666714,1,23,17.597333333333335
1996-01-24,16.375,0.4123333333333363,2,24,15.962666666666664
1996-01-25,15.919791666666669,-0.45520833333333144,3,25,16.375
1996-01-26,14.417375,-1.5024166666666687,4,26,15.919791666666669
1996-01-27,14.386416666666667,-0.030958333333332533,5,27,14.417375
1996-01-28,11.483625000000002,-2.9027916666666655,6,28,14.386416666666667
1996-01-29,15.667416666666668,4.183791666666666,0,29,11.483625000000002
1996-01-30,14.732166666666666,-0.9352500000000017,1,30,15.667416666666668
1996-01-31,17.4615,2.7293333333333347,2,31,14.732166666666666
1996-02-01,13.903166666666666,-3.5583333333333353,3,1,17.4615
1996-02-02,13.559,-0.3441666666666663,4,2,13.903166666666666
1996-02-03,14.524958333333332,0.965958333333333,5,3,13.559
1996-02-04,7.166916666666666,-7.358041666666666,6,4,14.524958333333332
1996-02-05,8.333541666666667,1.1666250000000007,0,5,7.166916666666666
1996-02-06,5.016583333333333,-3.316958333333334,1,6,8.333541666666667
1996-02-07,4.556666666666667,-0.45991666666666653,2,7,5.016583333333333
1996-02-08,2.751041666666667,-1.8056249999999996,3,8,4.556666666666667
1996-02-09,3.9934166666666666,1.2423749999999996,4,9,2.751041666666667
1996-02-10,3.451416666666667,-0.5419999999999998,5,10,3.9934166666666666
1996-02-11,5.179833333333334,1.728416666666667,6,11,3.451416666666667
1996-02-12,10.1625,4.982666666666666,0,12,5.179833333333334
1996-02-13,10.091666666666669,-0.07083333333333108,1,13,10.1625
1996-02-14,8.637083333333333,-1.4545833333333356,2,14,10.091666666666669
1996-02-15,6.016666666666667,-2.6204166666666664,3,15,8.637083333333333
1996-02-16,6.737041666666666,0.7203749999999998,4,16,6.016666666666667
1996-02-17,5.866875,-0.8701666666666661,5,17,6.737041666666666
1996-02-18,4.308333333333334,-1.5585416666666667,6,18,5.866875
1996-02-19,11.783333333333331,7.474999999999998,0,19,4.308333333333334
1996-02-20,10.3375,-1.445833333333331,1,20,11.783333333333331
1996-02-21,9.445833333333333,-0.8916666666666675,2,21,10.3375
1996-02-22,8.172083333333333,-1.2737499999999997,3,22,9.445833333333333
1996-02-23,8.132208333333333,-0.03987500000000033,4,23,8.172083333333333
1996-02-24,6.995416666666666,-1.1367916666666664,5,24,8.132208333333333
1996-02-25,5.536625,-1.4587916666666665,6,25,6.995416666666666
1996-02-26,5.998666666666666,0.462041666666666,0,26,5.536625
1996-02-27,6.942083333333334,0.9434166666666677,1,27,5.998666666666666
1996-02-28,6.786583333333333,-0.15550000000000086,2,28,6.942083333333334
1996-02-29,18.891666666666666,12.105083333333333,3,29,6.786583333333333
1996-03-01,7.956958333333333,-10.934708333333333,4,1,18.891666666666666
1996-03-02,7.784583333333334,-0.17237499999999883,5,2,7.956958333333333
1996-03-03,5.3656250000000005,-2.4189583333333333,6,3,7.784583333333334
1996-03-04,5.6883333333333335,0.32270833333333293,0,4,5.3656250000000005
1996-03-05,7.885708333333333,2.197374999999999,1,5,5.6883333333333335
1996-03-06,6.425541666666667,-1.460166666666666,2,6,7.885708333333333
1996-03-07,7.104166666666667,0.6786250000000003,3,7,6.425541666666667
1996-03-08,5.0,-2.104166666666667,4,8,7.104166666666667
1996-03-09,3.965,-1.0350000000000001,5,9,5.0
1996-03-10,2.814833333333333,-1.1501666666666668,6,10,3.965
1996-03-11,3.327375,0.5125416666666669,0,11,2.814833333333333
1996-03-12,3.483791666666667,0.15641666666666687,1,12,3.327375
1996-03-13,2.72,-0.7637916666666666,2,13,3.483791666666667
1996-03-14,2.014,-0.7060000000000004,3,14,2.72
1996-03-15,2.073125,0.059125000000000316,4,15,2.014
1996-03-16,1.5618333333333334,-0.5112916666666667,5,16,2.073125
1996-03-17,1.7333333333333334,0.17149999999999999,6,17,1.5618333333333334
1996-03-18,2.161958333333333,0.4286249999999998,0,18,1.7333333333333334
1996-03-19,1.93125,-0.2307083333333333,1,19,2.161958333333333
1996-03-20,1.6625,-0.2687499999999998,2,20,1.93125
1996-03-21,1.9166666666666667,0.25416666666666665,3,21,1.6625
1996-03-22,1.962625,0.04595833333333332,4,22,1.9166666666666667
1996-03-23,2.06225,0.09962500000000007,5,23,1.962625
1996-03-24,1.5287499999999998,-0.5335000000000003,6,24,2.06225
1996-03-25,1.6679166666666667,0.13916666666666688,0,25,1.5287499999999998
1996-03-26,2.2414583333333336,0.5735416666666668,1,26,1.6679166666666667
1996-03-27,2.293,0.0515416666666666,2,27,2.2414583333333336
1996-03-28,2.488375,0.19537499999999985,3,28,2.293
1996-03-29,2.7125000000000004,0.22412500000000035,4,29,2.488375
1996-03-30,3.045833333333334,0.3333333333333335,5,30,2.7125000000000004
1996-03-31,2.7000000000000006,-0.3458333333333332,6,31,3.045833333333334
1996-04-01,2.8875000000000006,0.1875,0,1,2.7000000000000006
1996-04-02,3.675,0.7874999999999992,1,2,2.8875000000000006
1996-04-03,3.6,-0.07499999999999973,2,3,3.675
1996-04-04,2.4780833333333336,-1.1219166666666665,3,4,3.6
1996-04-05,2.0238333333333336,-0.45425000000000004,4,5,2.4780833333333336
1996-04-06,2.089,0.06516666666666637,5,6,2.0238333333333336
1996-04-07,2.09625,0.007249999999999979,6,7,2.089
1996-04-08,3.480541666666667,1.384291666666667,0,8,2.09625
1996-04-09,3.8815,0.4009583333333331,1,9,3.480541666666667
1996-04-10,4.104958333333333,0.22345833333333331,2,10,3.8815
1996-04-11,3.753,-0.35195833333333315,3,11,4.104958333333333
1996-04-12,3.4447500000000004,-0.3082499999999997,4,12,3.753
1996-04-13,2.4,-1.0447500000000005,5,13,3.4447500000000004
1996-04-14,2.5083333333333333,0.10833333333333339,6,14,2.4
1996-04-15,2.8208333333333333,0.3125,0,15,2.5083333333333333
1996-04-16,3.9155416666666665,1.0947083333333332,1,16,2.8208333333333333
1996-04-17,3.252083333333333,-0.6634583333333333,2,17,3.9155416666666665
1996-04-18,2.8000833333333333,-0.45199999999999996,3,18,3.252083333333333
1996-04-19,4.927083333333333,2.127,4,19,2.8000833333333333
1996-04-20,3.7916666666666665,-1.1354166666666665,5,20,4.927083333333333
1996-04-21,3.2835,-0.5081666666666664,6,21,3.7916666666666665
1996-04-22,3.687416666666667,0.4039166666666669,0,22,3.2835
1996-04-23,3.7291666666666665,0.04174999999999951,1,23,3.687416666666667
1996-04-24,4.281916666666667,0.5527500000000001,2,24,3.7291666666666665
1996-04-25,3.499416666666667,-0.7824999999999998,3,25,4.281916666666667
1996-04-26,2.1194166666666665,-1.3800000000000003,4,26,3.499416666666667
1996-04-27,1.5975833333333334,-0.5218333333333331,5,27,2.1194166666666665
1996-04-28,1.4130416666666663,-0.18454166666666705,6,28,1.5975833333333334
1996-04-29,1.8814166666666663,0.468375,0,29,1.4130416666666663
1996-04-30,1.7778333333333334,-0.10358333333333292,1,30,1.8814166666666663
1996-05-01,1.3594166666666665,-0.4184166666666669,2,1,1.7778333333333334
1996-05-02,2.047333333333333,0.6879166666666665,3,2,1.3594166666666665
1996-05-03,1.94325,-0.10408333333333308,4,3,2.047333333333333
1996-05-04,1.83825,-0.10499999999999998,5,4,1.94325
1996-05-05,1.4523333333333337,-0.38591666666666624,6,5,1.83825
1996-05-06,2.771041666666666,1.3187083333333325,0,6,1.4523333333333337
1996-05-07,3.1265,0.3554583333333339,1,7,2.771041666666666
1996-05-08,3.662333333333333,0.5358333333333332,2,8,3.1265
1996-05-09,2.6624583333333334,-0.9998749999999998,3,9,3.662333333333333
1996-05-10,0.6908333333333333,-1.971625,4,10,2.6624583333333334
1996-05-11,1.1875,0.4966666666666667,5,11,0.6908333333333333
1996-05-12,1.3985,0.21100000000000008,6,12,1.1875
1996-05-13,2.240083333333333,0.8415833333333331,0,13,1.3985
1996-05-14,2.005416666666666,-0.23466666666666702,1,14,2.240083333333333
1996-05-15,2.51875,0.5133333333333336,2,15,2.005416666666666
1996-05-16,1.8147916666666664,-0.7039583333333335,3,16,2.51875
1996-05-17,1.5483333333333331,-0.26645833333333324,4,17,1.8147916666666664
1996-05-18,1.3350833333333334,-0.21324999999999972,5,18,1.5483333333333331
1996-05-19,1.2673333333333334,-0.06774999999999998,6,19,1.3350833333333334
1996-05-20,1.2787499999999998,0.011416666666666409,0,20,1.2673333333333334
1996-05-21,1.795375,0.5166250000000001,1,21,1.2787499999999998
1996-05-22,1.3180833333333333,-0.47729166666666667,2,22,1.795375
1996-05-23,1.2842083333333332,-0.0338750000000001,3,23,1.3180833333333333
1996-05-24,1.2837083333333337,-0.0004999999999995008,4,24,1.2842083333333332
1996-05-25,1.2668333333333333,-0.016875000000000417,5,25,1.2837083333333337
1996-05-26,1.2775,0.010666666666666824,6,26,1.2668333333333333
1996-05-27,1.8318333333333328,0.5543333333333327,0,27,1.2775
1996-05-28,1.8572916666666668,0.025458333333334027,1,28,1.8318333333333328
1996-05-29,2.103125,0.24583333333333313,2,29,1.8572916666666668
1996-05-30,2.136458333333333,0.033333333333333215,3,30,2.103125
1996-05-31,1.8027083333333331,-0.33375,4,31,2.136458333333333
1996-06-01,1.56625,-0.23645833333333321,5,1,1.8027083333333331
1996-06-02,1.261875,-0.30437499999999984,6,2,1.56625
1996-06-03,1.8479166666666669,0.5860416666666668,0,3,1.261875
1996-06-04,1.8781666666666668,0.030249999999999888,1,4,1.8479166666666669
1996-06-05,1.8684166666666664,-0.00975000000000037,2,5,1.8781666666666668
1996-06-06,2.045333333333333,0.1769166666666664,3,6,1.8684166666666664
1996-06-07,1.818,-0.22733333333333272,4,7,2.045333333333333
1996-06-08,1.7661666666666669,-0.051833333333333176,5,8,1.818
1996-06-09,1.256,-0.5101666666666669,6,9,1.7661666666666669
1996-06-10,1.3934583333333332,0.13745833333333324,0,10,1.256
1996-06-11,2.025333333333333,0.631875,1,11,1.3934583333333332
1996-06-12,2.316,0.29066666666666663,2,12,2.025333333333333
1996-06-13,2.1875,-0.12849999999999984,3,13,2.316
1996-06-14,2.645833333333333,0.45833333333333304,4,14,2.1875
1996-06-15,2.841708333333333,0.19587500000000002,5,15,2.645833333333333
1996-06-16,1.6870833333333335,-1.1546249999999996,6,16,2.841708333333333
1996-06-17,1.3908333333333334,-0.2962500000000001,0,17,1.6870833333333335
1996-06-18,2.3354166666666667,0.9445833333333333,1,18,1.3908333333333334
1996-06-19,3.1245833333333333,0.7891666666666666,2,19,2.3354166666666667
1996-06-20,3.986583333333333,0.8619999999999997,3,20,3.1245833333333333
1996-06-21,2.3969166666666664,-1.5896666666666666,4,21,3.986583333333333
1996-06-22,2.2335,-0.16341666666666654,5,22,2.3969166666666664
1996-06-23,1.291125,-0.9423749999999997,6,23,2.2335
1996-06-24,1.4080833333333331,0.11695833333333305,0,24,1.291125
1996-06-25,1.4372916666666666,0.029208333333333503,1,25,1.4080833333333331
1996-06-26,1.5932916666666666,0.15599999999999992,2,26,1.4372916666666666
1996-06-27,1.64125,0.04795833333333355,3,27,1.5932916666666666
1996-06-28,1.25475,-0.38650000000000007,4,28,1.64125
1996-06-29,1.2404166666666667,-0.014333333333333309,5,29,1.25475
1996-06-30,0.935,-0.30541666666666667,6,30,1.2404166666666667
1996-07-01,1.10625,0.1712499999999999,0,1,0.935
1996-07-02,1.24125,0.135,1,2,1.10625
1996-07-03,1.2231249999999998,-0.01812500000000017,2,3,1.24125
1996-07-04,1.974875,0.7517500000000001,3,4,1.2231249999999998
1996-07-05,1.2559166666666666,-0.7189583333333334,4,5,1.974875
1996-07-06,1.2615833333333333,0.005666666666666709,5,6,1.2559166666666666
1996-07-07,1.254125,-0.007458333333333345,6,7,1.2615833333333333
1996-07-08,1.191375,-0.06274999999999986,0,8,1.254125
1996-07-09,1.428,0.23662499999999986,1,9,1.191375
1996-07-10,1.4295,0.0015000000000000568,2,10,1.428
1996-07-11,1.1935833333333334,-0.23591666666666655,3,11,1.4295
1996-07-12,1.09775,-0.09583333333333344,4,12,1.1935833333333334
1996-07-13,1.2544583333333332,0.15670833333333323,5,13,1.09775
1996-07-14,1.254,-0.00045833333333322734,6,14,1.2544583333333332
1996-07-15,1.2545833333333334,0.0005833333333333801,0,15,1.254
1996-07-16,1.7857916666666664,0.5312083333333331,1,16,1.2545833333333334
1996-07-17,1.2550416666666666,-0.5307499999999998,2,17,1.7857916666666664
1996-07-18,1.3572916666666666,0.10224999999999995,3,18,1.2550416666666666
1996-07-19,2.1277500000000003,0.7704583333333337,4,19,1.3572916666666666
1996-07-20,1.5460833333333337,-0.5816666666666666,5,20,2.1277500000000003
1996-07-21,1.27725,-0.2688333333333337,6,21,1.5460833333333337
1996-07-22,1.523,0.2457499999999999,0,22,1.27725
1996-07-23,1.899333333333333,0.3763333333333332,1,23,1.523
1996-07-24,1.750625,-0.148708333333333,2,24,1.899333333333333
1996-07-25,2.74525,0.9946249999999999,3,25,1.750625
1996-07-26,2.717916666666667,-0.027333333333332988,4,26,2.74525
1996-07-27,2.763916666666667,0.04599999999999982,5,27,2.717916666666667
1996-07-28,1.4729166666666669,-1.291,6,28,2.763916666666667
1996-07-29,2.582666666666667,1.10975,0,29,1.4729166666666669
1996-07-30,2.8037916666666667,0.2211249999999998,1,30,2.582666666666667
1996-07-31,2.09825,-0.7055416666666665,2,31,2.8037916666666667
1996-08-01,2.25775,0.15949999999999998,3,1,2.09825
1996-08-02,1.3936666666666666,-0.8640833333333335,4,2,2.25775
1996-08-03,1.3930833333333332,-0.0005833333333333801,5,3,1.3936666666666666
1996-08-04,1.3926666666666667,-0.00041666666666650976,6,4,1.3930833333333332
1996-08-05,2.15625,0.7635833333333333,0,5,1.3926666666666667
1996-08-06,2.2577916666666664,0.10154166666666642,1,6,2.15625
1996-08-07,1.5664166666666668,-0.6913749999999996,2,7,2.2577916666666664
1996-08-08,2.355,0.7885833333333332,3,8,1.5664166666666668
1996-08-09,3.4866666666666664,1.1316666666666664,4,9,2.355
1996-08-10,2.392541666666667,-1.0941249999999996,5,10,3.4866666666666664
1996-08-11,1.5476666666666663,-0.8448750000000005,6,11,2.392541666666667
1996-08-12,2.885,1.3373333333333335,0,12,1.5476666666666663
1996-08-13,3.7579166666666666,0.8729166666666668,1,13,2.885
1996-08-14,5.982083333333333,2.224166666666666,2,14,3.7579166666666666
1996-08-15,5.963416666666666,-0.018666666666666387,3,15,5.982083333333333
1996-08-16,9.798833333333333,3.8354166666666663,4,16,5.963416666666666
1996-08-17,8.46975,-1.3290833333333332,5,17,9.798833333333333
1996-08-18,5.097625,-3.3721249999999996,6,18,8.46975
1996-08-19,3.071875,-2.02575,0,19,5.097625
1996-08-20,4.38225,1.310375,1,20,3.071875
1996-08-21,4.331916666666666,-0.05033333333333356,2,21,4.38225
1996-08-22,3.875,-0.4569166666666664,3,22,4.331916666666666
1996-08-23,3.926625,0.05162500000000003,4,23,3.875
